employee_id,hours_logged,billable_hours
EMP0021,6.33,1.58
EMP0215,8.4,6.89
EMP0397,9.57,2.39
EMP0712,4.8,3.94
EMP0420,6.31,5.17
EMP0155,8.22,6.74
EMP0619,5.43,1.36
EMP0840,7.15,5.86
EMP0214,9.43,7.73
EMP0572,8.4,6.89
EMP0035,8.23,6.75
EMP0611,8.6,7.05
EMP0066,7.92,6.49
EMP0193,6.86,5.63
EMP0723,8.94,7.33
EMP0564,6.64,5.44
EMP0191,7.14,5.85
EMP0061,4.75,3.89
EMP0700,6.64,1.66
EMP0126,7.53,6.17
EMP0039,7.44,6.1
EMP0345,8.88,7.28
EMP0648,6.7,5.49
EMP0686,6.76,1.69
EMP0531,6.53,5.35
EMP0011,7.79,6.39
EMP0453,9.87,8.09
EMP0378,3.7,3.03
EMP0517,6.62,5.43
EMP0779,6.84,5.61
EMP0636,3.99,1.0
EMP0474,7.2,5.9
EMP0809,6.83,5.6
EMP0410,6.7,5.49
EMP0405,5.63,4.62
EMP0651,7.26,5.95
,5.53,1.38
EMP0113,6.05,4.96
EMP0165,7.08,5.81
EMP0400,9.03,2.26
EMP0250,8.06,6.61
EMP0582,8.38,6.87
EMP0324,10.54,8.64
EMP0634,8.1,2.02
EMP0279,5.73,4.7
EMP0236,6.5,5.33
EMP0181,6.03,4.94
EMP0427,7.18,1.79
EMP0501,6.74,5.53
EMP0153,5.89,1.47
EMP0228,8.88,7.28
EMP0289,8.99,7.37
EMP0578,7.69,6.31
EMP0134,5.8,4.76
EMP0664,7.59,1.9
EMP0206,6.42,5.26
EMP0003,9.5 hrs,7.76
EMP0556,5.49,4.5
EMP0273,8.45,2.11
EMP0094,8.42,6.9
EMP0686,8.83,7.24
EMP0025,7.71,1.93
EMP0456,6.87,5.63
EMP0509,11.23,2.81
EMP0037,6.0,4.92
EMP0446,8.55,7.01
EMP0255,7.43,1.86
EMP0689,7.95,6.52
EMP0345,7.94,1.99
EMP0033,5.67,1.42
EMP0129,5.25,4.3
EMP0322,5.36,4.4
EMP0687,6.69,5.49
EMP0565,7.8 hrs,6.4
EMP0107,6.3,5.17
EMP0419,5.1,1.27
EMP0151,8.87,2.22
EMP0313,4.94,1.24
EMP0401,8.17,6.7
EMP0642,6.2,5.08
EMP0124,9.35,7.67
EMP0419,6.56,5.38
EMP0556,4.58,3.76
EMP0767,7.34,6.02
EMP0377,6.1 hrs,4.97
EMP0736,8.7,7.13
EMP0271,7.93,6.5
EMP0344,6.39,5.24
EMP0499,5.8,4.76
EMP0446,5.64,4.62
EMP0331,6.46,5.3
EMP0005,9.58,2.4
EMP0268,7.17,5.88
EMP0693,8.92,7.31
EMP0541,5.03,1.26
EMP0187,4.33,3.55
EMP0517,5.89,4.83
EMP0235,8.45,2.11
EMP0486,6.94,5.69
EMP0259,8.82,2.21
EMP0199,9.42,2.35
EMP0026,5.87,4.81
EMP0116,8.73,7.16
EMP0143,9.62,7.89
EMP0052,9.05,2.26
EMP0002,4.85,1.21
EMP0562,4.43,3.63
EMP0831,6.68,5.48
EMP0146,6.74,5.53
EMP0570,8.75,7.17
EMP0280,5.85,4.8
EMP0593,8.07,6.62
EMP0128,5.67,4.65
EMP0808,7.95,6.52
EMP0599,6.67,1.67
EMP0587,7.97,6.54
EMP0576,6.82,5.59
EMP0763,3.87,3.17
EMP0834,8.21,6.73
EMP0095,9.27,7.6
EMP0718,6.06,4.97
EMP0181,8.7,7.13
EMP0693,6.42,5.26
EMP0817,5.24,4.3
EMP0134,6.42,5.26
EMP0564,7.11,5.83
EMP0827,5.29,1.32
EMP0188,9.56,7.84
EMP0551,4.95,4.06
EMP0838,6.53,5.35
EMP0417,5.92,4.85
EMP0549,9.57,2.39
EMP0241,4.99,4.09
EMP0844,8.72,7.15
EMP0366,7.72,1.93
EMP0698,5.4,4.43
EMP0454,6.84,5.61
EMP0819,7.11,5.83
EMP0129,8.34,2.08
EMP0287,6.37,5.22
EMP0353,8.41,2.1
EMP0116,7.48,1.87
EMP0023,8.12,6.66
EMP0244,5.99,4.91
EMP0330,7.01,5.75
EMP0731,7.58,6.22
EMP0202,7.53,1.88
EMP0451,7.34,6.02
EMP0363,10.75,8.81
EMP0655,8.32,6.82
EMP0846,8.56,2.14
EMP0691,7.8,6.4
EMP0802,8.2 hrs,6.76
EMP0565,7.72,6.33
EMP0206,10.31,2.58
EMP0361,7.3,5.99
EMP0335,8.73,7.16
EMP0415,10.74,8.81
EMP0233,8.44,2.11
EMP0634,6.94,5.69
EMP0135,6.23,5.11
EMP0787,6.61,1.65
EMP0281,8.03,2.01
EMP0651,10.25,2.56
EMP0032,8.37,2.09
EMP0133,6.78,5.56
EMP0138,6.91,5.67
EMP0538,7.16,5.87
EMP0726,5.25,4.3
EMP0334,6.67,5.47
EMP0656,6.6,5.41
EMP0562,11.84,9.71
EMP0522,8.88,7.28
EMP0849,5.68,4.66
EMP0663,4.89,4.01
EMP0003,5.31,4.35
EMP0257,9.66,7.92
EMP0108,5.24,4.3
EMP0319,9.98,8.18
EMP0752,7.78,1.95
EMP0550,7.01,5.75
EMP0675,5.57,1.39
EMP0100,9.42,2.35
EMP0125,8.27,6.78
EMP0417,8.84,7.25
EMP0106,7.0 hrs,5.71
EMP0147,8.47,6.95
EMP0204,9.77,8.01
EMP0652,8.35,6.85
EMP0625,5.71,4.68
EMP0349,8.23,6.75
EMP0141,8.61,7.06
EMP0082,10.08,2.52
EMP0367,8.34,6.84
EMP0735,9.16,7.51
EMP0043,8.39,6.88
EMP0316,5.23,4.29
EMP0080,8.73,7.16
EMP0529,7.59,1.9
EMP0302,10.6,8.69
EMP0213,5.1,4.18
EMP0481,5.59,1.4
EMP0730,8.56,7.02
EMP0805,9.82,8.05
EMP0597,7.21,5.91
EMP0350,7.22,5.92
EMP0017,7.73,6.34
EMP0834,6.63,5.44
EMP0752,8.98,7.36
EMP0474,6.63,5.44
EMP0038,8.52,6.99
EMP0084,5.28,4.33
EMP0186,10.15,8.32
EMP0138,4.01,1.0
EMP0597,5.7,4.67
EMP0660,11.01,2.75
EMP0076,7.6 hrs,6.2
EMP0694,6.34,5.2
EMP0556,5.36,4.4
EMP0596,6.7,5.49
EMP0781,7.86,6.45
EMP0330,8.18,2.04
EMP0366,7.92,6.49
EMP0667,4.54,3.72
EMP0184,7.62,6.25
EMP0116,7.94,6.51
EMP0707,7.96,6.53
EMP0813,7.45,6.11
EMP0240,5.43,4.45
EMP0757,5.93,4.86
EMP0364,9.34,7.66
EMP0294,6.16,5.05
EMP0462,6.24,5.12
EMP0099,6.93,1.73
EMP0056,5.45,4.47
EMP0431,8.41,6.9
EMP0412,5.4 hrs,4.4
EMP0446,9.13,7.49
EMP0845,5.25,1.31
EMP0471,6.95,5.7
EMP0687,7.95,6.52
EMP0765,8.66,7.1
EMP0469,7.04,5.77
EMP0089,6.28,5.15
EMP0569,9.67,2.42
EMP0642,7.69,6.31
EMP0464,7.13,5.85
EMP0138,4.49,1.12
EMP0322,7.71,1.93
EMP0727,7.39,6.06
EMP0239,5.23,1.31
EMP0753,6.15,5.04
EMP0072,7.55,6.19
EMP0483,8.15,6.68
EMP0485,5.77,4.73
EMP0535,5.79,4.75
EMP0831,7.59,6.22
EMP0413,6.05,4.96
EMP0236,7.08,5.81
EMP0072,10.24,8.4
EMP0188,7.33,6.01
EMP0072,9.04,2.26
EMP0258,5.41,4.44
,6.17,5.06
EMP0592,6.14,5.03
EMP0540,5.63,4.62
EMP0239,4.57,3.75
EMP0002,7.71,6.32
EMP0456,8.02,6.58
EMP0230,5.89,4.83
EMP0139,6.21,5.09
EMP0803,7.5 hrs,6.17
EMP0400,7.43,1.86
EMP0463,9.05,7.42
EMP0220,9.21,7.55
EMP0387,6.33,5.19
EMP0485,7.29,1.82
EMP0481,5.8,4.76
EMP0152,9.8,8.04
EMP0472,7.83,6.42
EMP0277,8.99,7.37
EMP0713,6.82,5.59
EMP0509,9.03,7.4
EMP0561,8.59,7.04
EMP0599,9.45,7.75
EMP0051,5.25,4.3
EMP0486,7.52,6.17
EMP0635,9.16,7.51
EMP0021,5.9,1.48
EMP0065,8.24,2.06
EMP0487,8.31,6.81
EMP0291,8.52,6.99
EMP0498,7.93,6.5
EMP0323,8.39,6.88
EMP0208,8.09,6.63
EMP0480,9.3,7.63
EMP0542,6.25,1.56
EMP0404,7.94,6.51
EMP0178,9.35,7.67
EMP0356,6.15,1.54
EMP0145,6.29,5.16
EMP0185,8.24,6.76
EMP0816,9.61,7.88
EMP0065,7.19,5.9
EMP0199,7.55,1.89
EMP0456,7.98,6.54
EMP0001,6.62,1.66
EMP0685,10.91,8.95
EMP0461,5.92,4.85
EMP0828,7.54,6.18
EMP0592,7.57,6.21
EMP0246,3.9,0.97
EMP0634,6.05,4.96
EMP0313,5.24,4.3
EMP0342,8.55,2.14
EMP0197,4.69,3.85
EMP0056,8.91,7.31
EMP0197,5.51,4.52
EMP0004,8.94,7.33
EMP0390,5.17,4.24
EMP0057,8.08,6.63
EMP0480,8.9,2.23
EMP0345,8.32,6.82
EMP0396,5.45,4.47
EMP0145,9.21,2.3
EMP0299,8.27,6.78
EMP0804,3.63,2.98
EMP0057,7.58,1.9
EMP0253,11.93,9.78
EMP0675,9.19,7.54
EMP0636,6.6,5.41
EMP0767,8.27,6.78
EMP0031,6.77,1.69
EMP0298,9.02,2.25
EMP0231,6.1,5.0
EMP0623,9.33,7.65
EMP0614,8.87,7.27
EMP0513,8.43,6.91
EMP0401,10.71,8.78
EMP0226,9.01,7.39
EMP0278,9.03,7.4
EMP0205,9.2,2.3
EMP0123,8.5 hrs,7.0
EMP0622,8.14,6.67
EMP0383,6.32,1.58
EMP0696,6.34,1.58
EMP0762,8.09,6.63
EMP0309,8.37,6.86
EMP0034,7.43,6.09
EMP0155,6.63,5.44
EMP0376,7.18,5.89
EMP0532,7.32,6.0
EMP0119,7.84,1.96
EMP0481,7.04,5.77
EMP0815,9.27,7.6
EMP0085,7.22,1.8
EMP0745,6.37,1.59
EMP0117,7.27,1.82
EMP0469,5.64,4.62
EMP0702,10.62,8.71
EMP0008,8.45,2.11
EMP0184,7.38,6.05
EMP0351,9.67,7.93
EMP0555,7.07,5.8
EMP0486,7.35,6.03
EMP0183,6.27,5.14
EMP0437,5.9,4.84
EMP0402,7.74,6.35
EMP0562,9.1,7.46
EMP0400,5.99,1.5
EMP0607,7.02,5.76
EMP0272,7.07,5.8
EMP0414,8.63,7.08
EMP0783,6.71,5.5
EMP0188,8.6,2.15
EMP0558,8.54,2.13
EMP0087,6.34,5.2
EMP0082,6.93,5.68
EMP0675,7.53,6.17
EMP0815,6.7,5.49
EMP0414,5.97,1.49
EMP0047,9.77,8.01
EMP0829,4.55,3.73
EMP0175,7.77,1.94
EMP0416,9.58,7.86
EMP0675,6.11,5.01
EMP0125,7.44,1.86
EMP0128,8.84,7.25
EMP0111,2.53,2.07
EMP0361,7.32,6.0
EMP0525,4.88,4.0
EMP0652,8.94,7.33
EMP0234,6.13,5.03
EMP0114,10.26,8.41
EMP0340,5.87,4.81
EMP0302,8.12,6.66
EMP0503,6.0,1.5
EMP0184,7.02,5.76
EMP0637,7.39,6.06
EMP0201,7.44,1.86
EMP0054,10.05,8.24
EMP0048,9.68,2.42
EMP9999,6.2,5.08
EMP0086,7.47,6.13
EMP0027,5.54,1.39
EMP0786,5.17,4.24
EMP0226,6.33,5.19
EMP0005,10.09,8.27
EMP0256,4.7,3.85
EMP0639,8.32,6.82
EMP0364,8.14,2.04
EMP0314,6.21,1.55
EMP0563,8.43,2.11
EMP0377,8.42,2.1
EMP0252,7.34,6.02
EMP0020,7.16,5.87
EMP0814,7.01,5.75
EMP0046,6.05,1.51
EMP0454,7.66,1.92
EMP0352,6.59,5.4
EMP0719,7.66,6.28
EMP0461,6.42,5.26
EMP0126,6.35,5.21
EMP0529,6.53,5.35
EMP0304,9.43,7.73
EMP0317,5.2,4.26
EMP0339,10.24,8.4
EMP0408,8.63,7.08
EMP0679,4.9,4.02
EMP0243,6.47,5.31
EMP0604,4.8,3.94
EMP0542,8.43,6.91
EMP0764,9.44,7.74
EMP0174,7.77,6.37
EMP0148,9.35,2.34
EMP0785,7.69,1.92
EMP0468,8.95,7.34
EMP0787,7.87,6.45
EMP0671,7.42,1.85
EMP0449,8.64,7.08
EMP0447,7.15,1.79
EMP0694,9.73,7.98
EMP0536,6.9,5.66
EMP0767,8.31,6.81
EMP0083,6.27,5.14
EMP0219,4.88,4.0
EMP0063,7.97,6.54
EMP0772,4.51,3.7
EMP0642,10.84,8.89
EMP0006,6.83,1.71
EMP0812,7.28,5.97
EMP0376,6.9 hrs,5.66
EMP0769,7.6 hrs,6.26
EMP0551,7.94,6.51
EMP0450,6.06,4.97
EMP0569,3.31,0.83
EMP0766,5.64,4.62
EMP0399,6.62,5.43
EMP0144,7.85,6.44
EMP0381,7.69,1.92
EMP0495,8.61,7.06
EMP0550,4.77,3.91
EMP0025,5.97,4.9
EMP0389,6.69,5.49
EMP0704,9.84,2.46
EMP0452,11.75,2.94
EMP0111,5.24,1.31
EMP0790,9.15,7.5
EMP0789,7.54,6.18
EMP0208,8.29,6.8
EMP0773,5.28,1.32
EMP0503,9.57,2.39
EMP0692,3.85,3.16
EMP0581,5.3,1.32
EMP0602,6.97,1.74
EMP0335,6.45,1.61
EMP0048,7.44,6.1
EMP0063,6.3,5.17
EMP0131,6.83,1.71
EMP0776,7.1,5.82
EMP0270,7.04,5.77
EMP0028,7.64,6.26
EMP0186,8.83,2.21
EMP0591,6.19,5.08
EMP0152,9.56,7.84
EMP0473,7.48,6.13
EMP0049,9.42,7.72
EMP0252,6.85,5.62
EMP0081,6.01,4.93
EMP0001,7.53,6.17
EMP0575,11.5,2.88
EMP0003,5.22,1.3
EMP0628,8.48,6.95
EMP0685,7.68,6.3
,8.05,6.6
EMP0611,5.47,1.37
EMP0309,8.13,6.67
EMP0450,7.87,1.97
EMP0364,5.03,4.12
EMP0597,7.61,6.24
EMP0543,7.01,1.75
EMP0638,6.83,5.6
EMP0127,7.33,6.01
EMP0629,9.14,7.49
EMP0128,8.13,6.67
EMP0206,5.73,4.7
EMP0220,8.2,6.72
EMP0025,7.33,6.01
EMP0811,6.41,5.26
EMP0324,5.42,4.44
EMP0121,8.69,7.13
EMP0108,6.49,5.32
EMP0158,8.85,7.26
EMP0270,5.68,4.66
EMP0534,10.59,8.68
EMP0269,11.61,9.52
EMP0542,8.27,6.78
EMP0285,9.47,7.77
EMP0686,6.67,5.47
EMP0462,6.52,5.35
EMP0243,9.3 hrs,7.63
EMP0624,7.64,6.26
EMP0512,5.2,4.26
EMP0720,7.52,6.17
EMP0796,5.45,4.47
EMP0541,7.1,5.82
EMP0372,9.08,7.45
EMP0048,9.74,7.99
EMP0112,7.84,1.96
EMP0288,9.54,7.82
EMP0232,6.66,5.46
EMP0119,10.12,2.53
EMP0405,6.24,1.56
EMP0484,6.11,5.01
EMP0338,6.66,5.46
EMP0727,6.2,5.08
EMP0279,8.23,6.75
EMP0452,9.4,2.35
EMP0525,7.42,6.08
EMP0208,7.9,6.48
EMP0186,5.19,4.26
EMP0282,7.55,6.19
EMP0163,10.23,8.39
EMP0426,9.66,7.92
EMP0410,5.65,4.63
EMP0608,6.7 hrs,1.68
EMP0268,12.0,3.0
EMP0737,8.07,6.62
EMP0259,9.82,8.05
EMP0355,9.95,2.49
EMP0458,5.61,4.6
EMP0358,8.56,7.02
EMP0307,7.7,6.31
EMP0204,10.19,8.36
EMP0760,10.54,2.63
EMP0320,6.07,4.98
EMP0849,12.0,9.84
EMP0189,7.67,1.92
EMP0620,8.41,6.9
EMP0645,3.16,2.59
EMP0556,9.01,7.39
EMP0834,3.95,0.99
EMP0718,7.17,5.88
EMP0320,6.52,5.35
EMP0197,8.15,6.68
EMP0214,7.69,6.31
EMP0248,8.34,6.84
EMP0118,9.39,7.7
EMP0562,5.79,4.75
EMP0407,7.07,5.8
EMP0134,6.05,4.96
EMP0754,5.93,4.86
EMP0420,10.49,2.62
EMP0473,5.37,4.4
EMP0678,6.08,1.52
EMP0336,10.91,8.95
EMP0466,7.2,1.8
EMP0372,7.3,5.99
EMP0166,8.04,6.59
EMP0668,5.47,4.49
EMP0302,5.92,4.85
EMP0441,6.41,5.26
EMP0499,9.07,7.44
EMP0476,8.47,6.95
EMP0161,6.39,5.24
EMP0336,7.19,5.9
EMP0846,8.65,2.16
EMP0555,3.58,2.94
EMP0139,7.88,6.46
EMP0739,8.61,2.15
EMP0235,5.93,1.48
EMP0643,8.44,2.11
EMP0385,7.42,1.85
EMP0598,10.3,8.45
EMP0721,6.56,1.64
EMP0134,8.35,6.85
EMP0029,5.05,4.14
EMP0766,7.52,6.17
EMP0018,8.7,7.13
EMP0606,6.56,1.64
EMP0105,9.19,7.54
EMP0401,8.87,2.22
EMP0665,7.63,6.26
EMP0010,6.97,5.72
EMP0763,2.47,0.62
EMP0131,6.36,5.22
EMP0684,9.16,2.29
EMP0701,6.96,5.71
EMP0182,8.12,2.03
EMP0202,6.66,5.46
EMP0005,5.12,1.28
EMP0432,8.6,7.05
EMP0232,5.43,4.45
EMP0498,6.98,5.72
EMP0724,7.98,6.54
EMP0099,6.31,1.58
EMP0057,9.91,2.48
EMP0083,10.56,8.66
EMP0238,6.1,5.0
EMP0162,6.17,5.06
EMP0708,6.7,5.49
EMP0418,9.24,2.31
EMP0252,8.18,6.71
EMP0334,8.6,2.15
EMP0654,9.5,7.79
EMP0473,5.95,4.88
EMP0189,8.2,6.72
EMP0508,7.48,1.87
EMP0395,8.09,6.63
EMP0755,9.24,7.58
EMP0775,7.16,5.87
EMP0703,6.29,5.16
EMP0190,5.72,4.69
EMP0036,10.21,8.37
EMP0646,7.33,6.01
EMP0210,5.21,1.3
EMP0586,9.61,7.88
EMP0355,4.66,1.17
EMP0634,4.92,4.03
EMP0631,6.89,5.65
EMP0248,6.53,5.35
EMP0677,7.9,6.48
EMP0300,4.3 hrs,1.08
EMP0165,7.92,6.49
EMP0262,9.45,2.36
EMP0689,5.83,4.78
EMP0067,6.79,5.57
EMP0665,6.12,1.53
EMP0199,7.91,6.49
EMP0231,5.68,4.66
EMP0230,5.48,4.49
EMP0516,7.16,5.87
EMP0140,7.94,6.51
EMP0559,7.64,6.26
EMP0620,6.7,5.49
EMP0373,8.47,6.95
EMP0736,7.77,6.37
EMP0084,5.53,4.53
EMP0733,3.12,2.56
EMP0410,8.23,6.75
EMP0565,6.99,5.73
EMP0747,5.62,4.61
EMP0030,10.0,8.2
EMP0304,9.98,8.18
EMP0691,9.44,2.36
EMP0587,7.76,1.94
EMP0671,2.34,0.58
EMP0799,9.28,7.61
EMP0293,5.93,4.86
EMP0453,6.51,5.34
EMP0133,8.84,7.25
EMP0156,10.65,2.66
EMP0178,9.87,8.09
EMP0660,7.68,6.3
EMP0284,8.58,7.04
EMP0157,5.63,1.41
EMP0037,4.8,3.94
EMP0613,9.13,2.28
EMP0666,7.92,6.49
EMP0427,5.08,4.17
EMP0018,7.32,6.0
EMP0455,8.39,6.88
EMP0220,8.85,2.21
EMP0762,8.41,6.9
EMP0831,6.82,5.59
EMP0282,6.04,4.95
EMP0578,7.59,6.22
EMP0825,8.7 hrs,7.12
EMP0333,8.85,7.26
EMP0035,9.93,8.14
EMP0774,7.46,1.86
EMP0241,5.62,4.61
EMP0740,9.14,2.29
EMP0418,7.53,1.88
EMP0257,5.35,1.34
EMP0658,8.4 hrs,6.89
EMP0343,9.66,2.42
EMP0545,8.01,6.57
EMP0260,9.68,2.42
EMP0693,6.62,5.43
EMP0387,6.24,5.12
EMP0415,8.77,7.19
EMP0298,6.84,1.71
EMP0568,9.33,7.65
EMP0351,7.67,6.29
EMP0353,9.35,2.34
EMP0686,8.41,6.9
EMP0355,5.96,1.49
EMP0001,4.21,1.05
EMP0674,8.65,2.16
EMP0076,8.3,2.08
EMP0071,5.77,4.73
EMP0246,8.68,7.12
EMP0772,9.62,7.89
EMP0328,6.27,5.14
EMP0361,4.31,3.53
EMP0833,8.95,7.34
EMP0246,9.44,7.74
EMP0215,6.23,1.56
EMP0523,8.64,7.08
EMP0068,7.93,6.5
EMP0817,7.22,1.8
EMP0323,8.33,2.08
EMP0281,6.6,1.65
EMP0231,5.64,4.62
EMP0283,8.05,6.6
EMP0822,7.83,6.42
EMP0837,3.33,2.73
EMP0376,5.51,1.38
EMP0070,6.32,1.58
EMP0699,8.24,6.76
EMP0574,4.96,4.07
EMP0298,6.89,1.72
EMP0827,10.5,8.61
EMP0755,7.51,6.16
EMP0593,7.61,6.24
EMP0359,7.3,5.99
EMP0004,8.97,7.36
EMP0221,7.47,1.87
EMP0331,7.05,5.78
EMP0238,7.64,6.26
EMP0300,9.52,7.81
EMP0630,8.04,2.01
EMP0639,7.49,6.14
EMP0756,9.28,2.32
EMP0791,6.56,5.38
EMP0772,2.28,1.87
EMP0199,8.12,6.66
EMP0676,8.1,6.64
EMP0014,6.4,1.6
EMP0531,6.97,1.74
EMP0349,9.41,7.72
EMP0254,8.13,2.03
EMP0066,9.76,8.0
EMP0654,7.83,1.96
EMP0254,7.15,5.86
EMP0096,8.5 hrs,2.13
EMP0216,7.99,6.55
EMP0599,8.1,2.02
EMP0075,7.03,5.76
EMP0165,6.48,1.62
EMP0472,6.55,5.37
EMP0374,8.23,6.75
EMP0669,8.44,6.92
EMP0518,3.19,2.62
EMP0126,6.23,1.56
EMP0464,4.86,1.22
EMP0841,6.6,5.41
EMP0648,6.43,5.27
EMP0143,7.64,6.26
EMP0486,7.7,1.93
EMP0512,10.8 hrs,8.86
EMP0583,8.0,6.56
EMP0796,8.42,6.9
EMP0011,5.12,4.2
EMP0510,6.86,5.63
EMP0810,5.67,4.65
EMP0589,8.36,6.86
EMP0787,7.48,6.13
EMP0746,6.85,5.62
EMP0071,8.93,7.32
EMP0259,6.97,5.72
EMP0679,9.53,7.81
EMP0250,9.51,7.8
EMP0399,6.38,5.23
EMP0255,9.18,7.53
EMP0109,7.58,6.22
EMP0516,6.77,5.55
EMP0435,8.03,6.58
EMP0708,4.86,3.99
EMP0208,6.54,5.36
EMP0798,8.07,6.62
EMP0261,6.93,1.73
EMP0666,9.13,2.28
EMP0197,6.76,5.54
EMP0058,7.59,6.22
EMP0628,7.21,5.91
EMP0444,4.96,1.24
EMP0054,8.03,6.58
EMP0011,7.91,6.49
EMP0791,4.31,1.08
EMP0226,3.45,2.83
EMP0616,6.67,5.47
EMP0145,9.37,7.68
EMP0445,11.75,2.94
EMP0392,4.49,3.68
EMP0394,10.0,8.2
EMP0630,9.26,7.59
EMP0351,6.47,5.31
EMP0122,10.41,8.54
EMP0013,8.15,2.04
EMP0248,7.04,5.77
EMP0632,4.55,3.73
EMP0715,7.56,6.2
EMP0002,7.47,1.87
EMP0376,10.98,9.0
EMP0234,5.89,1.47
EMP0730,5.98,1.5
EMP0411,6.58,5.4
EMP0636,11.65,2.91
EMP0127,5.56,4.56
EMP0035,9.49,7.78
EMP0161,4.91,4.03
EMP0600,8.09,6.63
EMP0024,7.56,1.89
EMP0836,6.28,1.57
EMP0161,8.55,7.01
EMP0503,6.12,1.53
EMP0203,4.82,3.95
EMP0591,6.9,1.73
EMP0716,5.93,4.86
EMP0789,7.81,1.95
EMP0678,6.94,5.69
EMP0122,9.9,2.48
EMP0025,6.89,5.65
EMP0581,7.84,6.43
EMP0269,5.54,4.54
EMP0499,6.72,5.51
EMP0789,5.94,4.87
EMP0357,9.3,7.63
EMP0752,6.19,5.08
EMP0601,6.36,1.59
EMP0446,7.88,6.46
EMP0113,6.26,5.13
EMP0507,9.66,7.92
EMP0320,10.53,8.63
EMP0137,5.96,1.49
EMP0788,8.75,2.19
EMP0168,6.05,4.96
EMP0588,6.83,5.6
EMP0850,8.5,6.97
EMP0378,7.62,6.25
EMP0758,7.67,1.92
EMP0189,9.16,7.51
EMP0077,9.15,7.5
EMP0263,7.48,6.13
EMP0151,6.38,5.23
EMP0707,7.4,6.07
EMP0645,5.79,1.45
EMP0709,8.66,7.1
EMP0673,7.1,5.82
EMP0411,5.63,4.62
EMP0125,9.55,2.39
EMP0470,7.38,1.84
EMP0724,6.2,5.08
EMP0021,9.23,7.57
EMP0126,9.41,7.72
EMP0144,4.38,3.59
EMP0394,9.17,7.52
EMP0146,7.65,1.91
EMP0349,8.95,7.34
EMP0293,7.29,5.98
EMP0322,8.01,2.0
EMP0471,6.91,5.67
EMP0606,8.99,2.25
EMP0674,6.33,5.19
EMP0155,9.04,7.41
EMP0825,7.69,6.31
EMP0389,8.61,2.15
EMP0639,5.79,4.75
EMP0450,8.08,6.63
EMP0556,8.25,2.06
EMP0536,10.37,8.5
EMP0017,8.52,2.13
EMP0657,6.46,5.3
EMP0844,6.39,5.24
EMP0798,8.62,2.15
EMP0818,6.54,5.36
EMP0618,6.57,5.39
EMP0332,6.03,1.51
EMP0486,7.61,6.24
EMP0428,7.75,1.94
EMP0606,6.88,5.64
EMP0598,10.11,2.53
EMP0497,8.31,6.81
EMP0815,10.21,8.37
EMP0540,7.61,6.24
EMP0236,6.23,5.11
EMP0533,5.81,4.76
EMP0303,7.2,5.9
EMP0074,8.61,7.06
EMP0111,6.92,1.73
EMP0744,8.77,7.19
EMP0838,9.65,7.91
EMP0108,6.11,5.01
EMP0467,5.64,4.62
EMP0698,8.92,7.31
EMP0478,7.83,6.42
EMP0054,7.92,6.49
EMP0525,8.52,6.99
EMP0546,4.96,4.07
EMP0008,8.11,2.03
EMP0845,7.69,6.31
EMP0196,8.14,6.67
EMP0155,5.87,4.81
EMP0003,7.53,1.88
EMP0523,6.63,1.66
EMP0009,9.07,7.44
EMP0242,7.26,1.81
EMP0803,6.44,5.28
EMP0164,5.81,4.76
EMP0562,8.8,7.22
EMP0163,8.97,7.36
EMP0294,10.48,2.62
EMP0354,6.88,1.72
EMP0669,5.78,1.45
EMP0152,7.2,1.8
EMP0467,6.28,5.15
EMP0782,6.39,5.24
EMP0059,8.16,6.69
EMP0254,9.15,2.29
EMP0756,8.06,6.61
EMP0549,7.58,6.22
EMP0750,8.71,7.14
,7.04,1.76
EMP0433,9.72,2.43
EMP0429,12.0,3.0
EMP0458,6.39,1.6
EMP0073,9.33,7.65
EMP0597,9.34,7.66
EMP0120,8.24,6.76
EMP0409,9.46,7.76
EMP0534,7.97,6.54
EMP0373,8.44,6.92
EMP0839,7.53,6.17
EMP0762,7.62,6.25
EMP0374,8.42,6.9
EMP0128,8.07,6.62
EMP0042,5.72,4.69
EMP0448,8.21,6.73
EMP0791,7.01,1.75
EMP0388,6.51,5.34
EMP0134,8.95,2.24
EMP0048,5.91,4.85
EMP0476,6.97,5.72
EMP0564,5.69,1.42
EMP0412,6.8 hrs,1.69
EMP0317,11.23,2.81
EMP0163,6.18,5.07
EMP0275,7.16,5.87
EMP0814,9.63,7.9
EMP0052,8.1,6.64
EMP0368,7.18,5.89
EMP0556,6.29,5.16
EMP0797,8.48,6.95
EMP0054,6.88,1.72
EMP0536,10.88,2.72
EMP0479,6.95,5.7
EMP0088,10.1,8.28
EMP0130,8.8,7.22
EMP0261,8.79,7.21
EMP0111,7.15,1.79
EMP0656,6.66,5.46
EMP0474,6.98,5.72
EMP0227,9.07,7.44
EMP0831,8.24,6.76
EMP0488,4.41,3.62
EMP0791,5.34,4.38
EMP0078,7.18,1.79
EMP0353,8.3 hrs,6.77
EMP0450,7.03,5.76
EMP0674,6.6,5.41
EMP0283,5.83,4.78
EMP0615,8.86,7.27
EMP0539,7.56,6.2
EMP0269,10.09,8.27
EMP0522,5.32,4.36
EMP0803,8.51,6.98
EMP0086,8.28,2.07
EMP0318,8.76,2.19
EMP0538,8.72,7.15
EMP0769,6.59,5.4
EMP0797,7.11,5.83
EMP0554,7.67,1.92
